"Statistic Label","Quarter","Domestic","Reason for Journey","UNIT","VALUE"
"Estimated Expenditure by Irish Residents","2015Q1","Domestic","All reasons for journey","Euro Million","269.1"
"Estimated Expenditure by Irish Residents","2015Q1","Domestic","Holiday","Euro Million","138.3"
"Estimated Expenditure by Irish Residents","2015Q1","Domestic","Business","Euro Million","27.3"
"Estimated Expenditure by Irish Residents","2015Q1","Domestic","Visiting friends/relatives","Euro Million","58.3"
"Estimated Expenditure by Irish Residents","2015Q1","Domestic","Other reasons","Euro Million","45.2"
"Estimated Expenditure by Irish Residents","2015Q1","Outbound","All reasons for journey","Euro Million","1040.7"
"Estimated Expenditure by Irish Residents","2015Q1","Outbound","Holiday","Euro Million","543"
"Estimated Expenditure by Irish Residents","2015Q1","Outbound","Business","Euro Million","222.9"
"Estimated Expenditure by Irish Residents","2015Q1","Outbound","Visiting friends/relatives","Euro Million","168.1"
"Estimated Expenditure by Irish Residents","2015Q1","Outbound","Other reasons","Euro Million","106.7"
"Estimated Expenditure by Irish Residents","2015Q2","Domestic","All reasons for journey","Euro Million","393.6"
"Estimated Expenditure by Irish Residents","2015Q2","Domestic","Holiday","Euro Million","233.9"
"Estimated Expenditure by Irish Residents","2015Q2","Domestic","Business","Euro Million","30.5"
"Estimated Expenditure by Irish Residents","2015Q2","Domestic","Visiting friends/relatives","Euro Million","64.6"
"Estimated Expenditure by Irish Residents","2015Q2","Domestic","Other reasons","Euro Million","64.6"
"Estimated Expenditure by Irish Residents","2015Q2","Outbound","All reasons for journey","Euro Million","1510.1"
"Estimated Expenditure by Irish Residents","2015Q2","Outbound","Holiday","Euro Million","981"
"Estimated Expenditure by Irish Residents","2015Q2","Outbound","Business","Euro Million","222.7"
"Estimated Expenditure by Irish Residents","2015Q2","Outbound","Visiting friends/relatives","Euro Million","170.5"
"Estimated Expenditure by Irish Residents","2015Q2","Outbound","Other reasons","Euro Million","135.8"
"Estimated Expenditure by Irish Residents","2015Q3","Domestic","All reasons for journey","Euro Million","701.9"
"Estimated Expenditure by Irish Residents","2015Q3","Domestic","Holiday","Euro Million","503.9"
"Estimated Expenditure by Irish Residents","2015Q3","Domestic","Business","Euro Million","11.4"
"Estimated Expenditure by Irish Residents","2015Q3","Domestic","Visiting friends/relatives","Euro Million","98.5"
"Estimated Expenditure by Irish Residents","2015Q3","Domestic","Other reasons","Euro Million","88.2"
"Estimated Expenditure by Irish Residents","2015Q3","Outbound","All reasons for journey","Euro Million","2146.7"
"Estimated Expenditure by Irish Residents","2015Q3","Outbound","Holiday","Euro Million","1597.6"
"Estimated Expenditure by Irish Residents","2015Q3","Outbound","Business","Euro Million","169.4"
"Estimated Expenditure by Irish Residents","2015Q3","Outbound","Visiting friends/relatives","Euro Million","225.5"
"Estimated Expenditure by Irish Residents","2015Q3","Outbound","Other reasons","Euro Million","154.2"
"Estimated Expenditure by Irish Residents","2015Q4","Domestic","All reasons for journey","Euro Million","360.6"
"Estimated Expenditure by Irish Residents","2015Q4","Domestic","Holiday","Euro Million","194.3"
"Estimated Expenditure by Irish Residents","2015Q4","Domestic","Business","Euro Million","28.8"
"Estimated Expenditure by Irish Residents","2015Q4","Domestic","Visiting friends/relatives","Euro Million","75.1"
"Estimated Expenditure by Irish Residents","2015Q4","Domestic","Other reasons","Euro Million","62.4"
"Estimated Expenditure by Irish Residents","2015Q4","Outbound","All reasons for journey","Euro Million","1324.6"
"Estimated Expenditure by Irish Residents","2015Q4","Outbound","Holiday","Euro Million","714.6"
"Estimated Expenditure by Irish Residents","2015Q4","Outbound","Business","Euro Million","265.6"
"Estimated Expenditure by Irish Residents","2015Q4","Outbound","Visiting friends/relatives","Euro Million","195.6"
"Estimated Expenditure by Irish Residents","2015Q4","Outbound","Other reasons","Euro Million","148.9"
"Estimated Expenditure by Irish Residents","2016Q1","Domestic","All reasons for journey","Euro Million","331.1"
"Estimated Expenditure by Irish Residents","2016Q1","Domestic","Holiday","Euro Million","195.5"
"Estimated Expenditure by Irish Residents","2016Q1","Domestic","Business","Euro Million","25.3"
"Estimated Expenditure by Irish Residents","2016Q1","Domestic","Visiting friends/relatives","Euro Million","64.7"
"Estimated Expenditure by Irish Residents","2016Q1","Domestic","Other reasons","Euro Million","45.6"
"Estimated Expenditure by Irish Residents","2016Q1","Outbound","All reasons for journey","Euro Million","1224.1"
"Estimated Expenditure by Irish Residents","2016Q1","Outbound","Holiday","Euro Million","631.4"
"Estimated Expenditure by Irish Residents","2016Q1","Outbound","Business","Euro Million","288.5"
"Estimated Expenditure by Irish Residents","2016Q1","Outbound","Visiting friends/relatives","Euro Million","168"
"Estimated Expenditure by Irish Residents","2016Q1","Outbound","Other reasons","Euro Million","136.2"
"Estimated Expenditure by Irish Residents","2016Q2","Domestic","All reasons for journey","Euro Million","370"
"Estimated Expenditure by Irish Residents","2016Q2","Domestic","Holiday","Euro Million","227.9"
"Estimated Expenditure by Irish Residents","2016Q2","Domestic","Business","Euro Million","31.6"
"Estimated Expenditure by Irish Residents","2016Q2","Domestic","Visiting friends/relatives","Euro Million","54.1"
"Estimated Expenditure by Irish Residents","2016Q2","Domestic","Other reasons","Euro Million","56.4"
"Estimated Expenditure by Irish Residents","2016Q2","Outbound","All reasons for journey","Euro Million","1582.1"
"Estimated Expenditure by Irish Residents","2016Q2","Outbound","Holiday","Euro Million","934.3"
"Estimated Expenditure by Irish Residents","2016Q2","Outbound","Business","Euro Million","279"
"Estimated Expenditure by Irish Residents","2016Q2","Outbound","Visiting friends/relatives","Euro Million","211.9"
"Estimated Expenditure by Irish Residents","2016Q2","Outbound","Other reasons","Euro Million","156.9"
"Estimated Expenditure by Irish Residents","2016Q3","Domestic","All reasons for journey","Euro Million","699.4"
"Estimated Expenditure by Irish Residents","2016Q3","Domestic","Holiday","Euro Million","488.6"
"Estimated Expenditure by Irish Residents","2016Q3","Domestic","Business","Euro Million","13.3"
"Estimated Expenditure by Irish Residents","2016Q3","Domestic","Visiting friends/relatives","Euro Million","93.7"
"Estimated Expenditure by Irish Residents","2016Q3","Domestic","Other reasons","Euro Million","103.8"
"Estimated Expenditure by Irish Residents","2016Q3","Outbound","All reasons for journey","Euro Million","2273.3"
"Estimated Expenditure by Irish Residents","2016Q3","Outbound","Holiday","Euro Million","1599.7"
"Estimated Expenditure by Irish Residents","2016Q3","Outbound","Business","Euro Million","180.4"
"Estimated Expenditure by Irish Residents","2016Q3","Outbound","Visiting friends/relatives","Euro Million","305"
"Estimated Expenditure by Irish Residents","2016Q3","Outbound","Other reasons","Euro Million","188.3"
"Estimated Expenditure by Irish Residents","2016Q4","Domestic","All reasons for journey","Euro Million","397.2"
"Estimated Expenditure by Irish Residents","2016Q4","Domestic","Holiday","Euro Million","223.8"
"Estimated Expenditure by Irish Residents","2016Q4","Domestic","Business","Euro Million","36.1"
"Estimated Expenditure by Irish Residents","2016Q4","Domestic","Visiting friends/relatives","Euro Million","84.5"
"Estimated Expenditure by Irish Residents","2016Q4","Domestic","Other reasons","Euro Million","52.9"
"Estimated Expenditure by Irish Residents","2016Q4","Outbound","All reasons for journey","Euro Million","1459.5"
"Estimated Expenditure by Irish Residents","2016Q4","Outbound","Holiday","Euro Million","761.5"
"Estimated Expenditure by Irish Residents","2016Q4","Outbound","Business","Euro Million","346.2"
"Estimated Expenditure by Irish Residents","2016Q4","Outbound","Visiting friends/relatives","Euro Million","208.9"
"Estimated Expenditure by Irish Residents","2016Q4","Outbound","Other reasons","Euro Million","142.8"
"Estimated Expenditure by Irish Residents","2017Q1","Domestic","All reasons for journey","Euro Million","352.9"
"Estimated Expenditure by Irish Residents","2017Q1","Domestic","Holiday","Euro Million","189.7"
"Estimated Expenditure by Irish Residents","2017Q1","Domestic","Business","Euro Million","32.7"
"Estimated Expenditure by Irish Residents","2017Q1","Domestic","Visiting friends/relatives","Euro Million","83.2"
"Estimated Expenditure by Irish Residents","2017Q1","Domestic","Other reasons","Euro Million","47.3"
"Estimated Expenditure by Irish Residents","2017Q1","Outbound","All reasons for journey","Euro Million","1240.2"
"Estimated Expenditure by Irish Residents","2017Q1","Outbound","Holiday","Euro Million","653.9"
"Estimated Expenditure by Irish Residents","2017Q1","Outbound","Business","Euro Million","268"
"Estimated Expenditure by Irish Residents","2017Q1","Outbound","Visiting friends/relatives","Euro Million","181.2"
"Estimated Expenditure by Irish Residents","2017Q1","Outbound","Other reasons","Euro Million","137.2"
"Estimated Expenditure by Irish Residents","2017Q2","Domestic","All reasons for journey","Euro Million","456"
"Estimated Expenditure by Irish Residents","2017Q2","Domestic","Holiday","Euro Million","265.1"
"Estimated Expenditure by Irish Residents","2017Q2","Domestic","Business","Euro Million","28.5"
"Estimated Expenditure by Irish Residents","2017Q2","Domestic","Visiting friends/relatives","Euro Million","72.3"
"Estimated Expenditure by Irish Residents","2017Q2","Domestic","Other reasons","Euro Million","90.1"
"Estimated Expenditure by Irish Residents","2017Q2","Outbound","All reasons for journey","Euro Million","1730.2"
"Estimated Expenditure by Irish Residents","2017Q2","Outbound","Holiday","Euro Million","1076"
"Estimated Expenditure by Irish Residents","2017Q2","Outbound","Business","Euro Million","243.8"
"Estimated Expenditure by Irish Residents","2017Q2","Outbound","Visiting friends/relatives","Euro Million","196.9"
"Estimated Expenditure by Irish Residents","2017Q2","Outbound","Other reasons","Euro Million","213.5"
"Estimated Expenditure by Irish Residents","2017Q3","Domestic","All reasons for journey","Euro Million","664.4"
"Estimated Expenditure by Irish Residents","2017Q3","Domestic","Holiday","Euro Million","455.7"
"Estimated Expenditure by Irish Residents","2017Q3","Domestic","Business","Euro Million","20.9"
"Estimated Expenditure by Irish Residents","2017Q3","Domestic","Visiting friends/relatives","Euro Million","109.7"
"Estimated Expenditure by Irish Residents","2017Q3","Domestic","Other reasons","Euro Million","78"
"Estimated Expenditure by Irish Residents","2017Q3","Outbound","All reasons for journey","Euro Million","2438.5"
"Estimated Expenditure by Irish Residents","2017Q3","Outbound","Holiday","Euro Million","1816.5"
"Estimated Expenditure by Irish Residents","2017Q3","Outbound","Business","Euro Million","138"
"Estimated Expenditure by Irish Residents","2017Q3","Outbound","Visiting friends/relatives","Euro Million","293.7"
"Estimated Expenditure by Irish Residents","2017Q3","Outbound","Other reasons","Euro Million","190.3"
"Estimated Expenditure by Irish Residents","2017Q4","Domestic","All reasons for journey","Euro Million","405.7"
"Estimated Expenditure by Irish Residents","2017Q4","Domestic","Holiday","Euro Million","218.7"
"Estimated Expenditure by Irish Residents","2017Q4","Domestic","Business","Euro Million","41.1"
"Estimated Expenditure by Irish Residents","2017Q4","Domestic","Visiting friends/relatives","Euro Million","87.9"
"Estimated Expenditure by Irish Residents","2017Q4","Domestic","Other reasons","Euro Million","58"
"Estimated Expenditure by Irish Residents","2017Q4","Outbound","All reasons for journey","Euro Million","1481.8"
"Estimated Expenditure by Irish Residents","2017Q4","Outbound","Holiday","Euro Million","791.1"
"Estimated Expenditure by Irish Residents","2017Q4","Outbound","Business","Euro Million","264.1"
"Estimated Expenditure by Irish Residents","2017Q4","Outbound","Visiting friends/relatives","Euro Million","239.1"
"Estimated Expenditure by Irish Residents","2017Q4","Outbound","Other reasons","Euro Million","187.6"
"Estimated Expenditure by Irish Residents","2018Q1","Domestic","All reasons for journey","Euro Million","336.2"
"Estimated Expenditure by Irish Residents","2018Q1","Domestic","Holiday","Euro Million","201.1"
"Estimated Expenditure by Irish Residents","2018Q1","Domestic","Business","Euro Million","30.7"
"Estimated Expenditure by Irish Residents","2018Q1","Domestic","Visiting friends/relatives","Euro Million","61.6"
"Estimated Expenditure by Irish Residents","2018Q1","Domestic","Other reasons","Euro Million","42.7"
"Estimated Expenditure by Irish Residents","2018Q1","Outbound","All reasons for journey","Euro Million","1395.5"
"Estimated Expenditure by Irish Residents","2018Q1","Outbound","Holiday","Euro Million","712.5"
"Estimated Expenditure by Irish Residents","2018Q1","Outbound","Business","Euro Million","318.5"
"Estimated Expenditure by Irish Residents","2018Q1","Outbound","Visiting friends/relatives","Euro Million","253"
"Estimated Expenditure by Irish Residents","2018Q1","Outbound","Other reasons","Euro Million","111.5"
"Estimated Expenditure by Irish Residents","2018Q2","Domestic","All reasons for journey","Euro Million","495.5"
"Estimated Expenditure by Irish Residents","2018Q2","Domestic","Holiday","Euro Million","283.9"
"Estimated Expenditure by Irish Residents","2018Q2","Domestic","Business","Euro Million","37.3"
"Estimated Expenditure by Irish Residents","2018Q2","Domestic","Visiting friends/relatives","Euro Million","75.8"
